date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:49	121740/121740	---M--	200	added ('OK')	application/font-woff	etag:%2215f08a8d0b5e9f8981ca2adc656e69608cd5710c%22	https://use.typekit.net/af/e61d82/0000000000000000000124fe/27/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e61d82/0000000000000000000124fe/27/d34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:49	79296/79296	---M--	200	added ('OK')	application/font-woff2	etag:%22c08b25f27311210027c7802a8ae9c200beda5072%22	https://use.typekit.net/af/e614cb/0000000000000000000124fd/27/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e614cb/0000000000000000000124fd/27/l3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:49	96684/96684	---M--	200	added ('OK')	application/font-woff	etag:%2219d3fefc1e6df9fd6c283a67f76bfe44baa6a245%22	https://use.typekit.net/af/63cd12/0000000000000000000124ff/27/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/63cd12/0000000000000000000124ff/27/d04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:50	189656/189656	---M-Z	200	added ('OK')	font/opentype	etag:W/%2219d3fefc1e6df9fd6c283a67f76bfe44baa6a245%22	https://use.typekit.net/af/63cd12/0000000000000000000124ff/27/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/63cd12/0000000000000000000124ff/27/a04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:50	37776/37776	---M--	200	added ('OK')	application/font-woff2	etag:%22eb46e262f6772d9f1b5d56590c331c8ef7a6e477%22	https://use.typekit.net/af/1da05b/0000000000000000000132df/27/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/1da05b/0000000000000000000132df/27/l64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:50	188444/188444	---M-Z	200	added ('OK')	font/opentype	etag:W/%22c08b25f27311210027c7802a8ae9c200beda5072%22	https://use.typekit.net/af/e614cb/0000000000000000000124fd/27/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e614cb/0000000000000000000124fd/27/a3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:50	44776/44776	---M--	200	added ('OK')	application/font-woff	etag:%22eb46e262f6772d9f1b5d56590c331c8ef7a6e477%22	https://use.typekit.net/af/1da05b/0000000000000000000132df/27/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/1da05b/0000000000000000000132df/27/d64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:50	96132/96132	---M--	200	added ('OK')	application/font-woff	etag:%22c08b25f27311210027c7802a8ae9c200beda5072%22	https://use.typekit.net/af/e614cb/0000000000000000000124fd/27/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e614cb/0000000000000000000124fd/27/d3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:51	105932/105932	---M-Z	200	added ('OK')	font/opentype	etag:W/%22eb46e262f6772d9f1b5d56590c331c8ef7a6e477%22	https://use.typekit.net/af/1da05b/0000000000000000000132df/27/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/1da05b/0000000000000000000132df/27/a64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:51	37224/37224	---M--	200	added ('OK')	application/font-woff2	etag:%221e7d6ed04038120562bfa7d1beb14e5b4c636e8a%22	https://use.typekit.net/af/32d3ee/0000000000000000000132e0/27/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/32d3ee/0000000000000000000132e0/27/l34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:52	44196/44196	---M--	200	added ('OK')	application/font-woff	etag:%221e7d6ed04038120562bfa7d1beb14e5b4c636e8a%22	https://use.typekit.net/af/32d3ee/0000000000000000000132e0/27/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/32d3ee/0000000000000000000132e0/27/d34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:52	100652/100652	---M-Z	200	added ('OK')	font/opentype	etag:W/%221e7d6ed04038120562bfa7d1beb14e5b4c636e8a%22	https://use.typekit.net/af/32d3ee/0000000000000000000132e0/27/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/32d3ee/0000000000000000000132e0/27/a34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:53	39212/39212	---M--	200	added ('OK')	application/font-woff2	etag:%225075b170c73337c2cfb9862cef95a0554fea36dc%22	https://use.typekit.net/af/8f4e31/0000000000000000000132e3/27/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/8f4e31/0000000000000000000132e3/27/l04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:53	46488/46488	---M--	200	added ('OK')	application/font-woff	etag:%225075b170c73337c2cfb9862cef95a0554fea36dc%22	https://use.typekit.net/af/8f4e31/0000000000000000000132e3/27/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/8f4e31/0000000000000000000132e3/27/d04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:53	108032/108032	---M-Z	200	added ('OK')	font/opentype	etag:W/%225075b170c73337c2cfb9862cef95a0554fea36dc%22	https://use.typekit.net/af/8f4e31/0000000000000000000132e3/27/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/8f4e31/0000000000000000000132e3/27/a04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:55	37232/37232	---M--	200	added ('OK')	application/font-woff2	etag:%22fafe51b549c619230b1493d11dd6433ee9d228f9%22	https://use.typekit.net/af/383ab4/0000000000000000000132e4/27/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/383ab4/0000000000000000000132e4/27/l3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:55	44332/44332	---M--	200	added ('OK')	application/font-woff	etag:%22fafe51b549c619230b1493d11dd6433ee9d228f9%22	https://use.typekit.net/af/383ab4/0000000000000000000132e4/27/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/383ab4/0000000000000000000132e4/27/d3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:56	101416/101416	---M-Z	200	added ('OK')	font/opentype	etag:W/%22fafe51b549c619230b1493d11dd6433ee9d228f9%22	https://use.typekit.net/af/383ab4/0000000000000000000132e4/27/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/383ab4/0000000000000000000132e4/27/a3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:56	39020/39020	---M--	200	added ('OK')	application/font-woff2	etag:%228b30cdf11b4b607a3adcc6d9653b7cfecd1f6b8e%22	https://use.typekit.net/af/a96fa9/000000000000000077359de4/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/a96fa9/000000000000000077359de4/30/l04b5	(from https://use.typekit.net/njp4uhl.css)
15:38:56	40776/40776	---M--	200	added ('OK')	application/font-woff	etag:%228b30cdf11b4b607a3adcc6d9653b7cfecd1f6b8e%22	https://use.typekit.net/af/a96fa9/000000000000000077359de4/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/a96fa9/000000000000000077359de4/30/d04b5	(from https://use.typekit.net/njp4uhl.css)
15:38:57	90528/90528	---M-Z	200	added ('OK')	font/opentype	etag:W/%228b30cdf11b4b607a3adcc6d9653b7cfecd1f6b8e%22	https://use.typekit.net/af/a96fa9/000000000000000077359de4/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/a96fa9/000000000000000077359de4/30/a04b5	(from https://use.typekit.net/njp4uhl.css)
15:38:57	37724/37724	---M--	200	added ('OK')	application/font-woff2	etag:%2226be08e89697411e46bad80ec7f47c52ad6bfd6f%22	https://use.typekit.net/af/9270e6/000000000000000077359dec/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/9270e6/000000000000000077359dec/30/l4ddc	(from https://use.typekit.net/njp4uhl.css)
15:38:57	39616/39616	---M--	200	added ('OK')	application/font-woff	etag:%2226be08e89697411e46bad80ec7f47c52ad6bfd6f%22	https://use.typekit.net/af/9270e6/000000000000000077359dec/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/9270e6/000000000000000077359dec/30/d4ddc	(from https://use.typekit.net/njp4uhl.css)
15:38:58	82716/82716	---M-Z	200	added ('OK')	font/opentype	etag:W/%2226be08e89697411e46bad80ec7f47c52ad6bfd6f%22	https://use.typekit.net/af/9270e6/000000000000000077359dec/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/9270e6/000000000000000077359dec/30/a4ddc	(from https://use.typekit.net/njp4uhl.css)
15:38:58	43256/43256	---M--	200	added ('OK')	application/font-woff	etag:%2268dec90136d9169bf3680801a2f28da1603f03f4%22	https://use.typekit.net/af/1281a1/000000000000000077359ded/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/1281a1/000000000000000077359ded/30/d0ac7	(from https://use.typekit.net/njp4uhl.css)
15:38:59	40128/40128	---M--	200	added ('OK')	application/font-woff2	etag:%229ff5db02d976bec8bd12d2b2d44b4188f6742d03%22	https://use.typekit.net/af/08312f/000000000000000077359dee/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/08312f/000000000000000077359dee/30/l00c0	(from https://use.typekit.net/njp4uhl.css)
15:38:59	41888/41888	---M--	200	added ('OK')	application/font-woff2	etag:%2268dec90136d9169bf3680801a2f28da1603f03f4%22	https://use.typekit.net/af/1281a1/000000000000000077359ded/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/1281a1/000000000000000077359ded/30/l0ac7	(from https://use.typekit.net/njp4uhl.css)
15:38:59	78544/78544	---M-Z	200	added ('OK')	font/opentype	etag:W/%229ff5db02d976bec8bd12d2b2d44b4188f6742d03%22	https://use.typekit.net/af/08312f/000000000000000077359dee/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/08312f/000000000000000077359dee/30/a00c0	(from https://use.typekit.net/njp4uhl.css)
15:38:59	41152/41152	---M--	200	added ('OK')	application/font-woff	etag:%229ff5db02d976bec8bd12d2b2d44b4188f6742d03%22	https://use.typekit.net/af/08312f/000000000000000077359dee/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/08312f/000000000000000077359dee/30/d00c0	(from https://use.typekit.net/njp4uhl.css)
15:39:00	44784/44784	---M--	200	added ('OK')	application/font-woff	etag:%22745c74859bb875b314e9bab48af966cd451d8f4b%22	https://use.typekit.net/af/d03e48/000000000000000077359df2/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/d03e48/000000000000000077359df2/30/da2f9	(from https://use.typekit.net/njp4uhl.css)
15:39:00	42800/42800	---M--	200	added ('OK')	application/font-woff2	etag:%22745c74859bb875b314e9bab48af966cd451d8f4b%22	https://use.typekit.net/af/d03e48/000000000000000077359df2/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/d03e48/000000000000000077359df2/30/la2f9	(from https://use.typekit.net/njp4uhl.css)
15:39:00	89248/89248	---M-Z	200	added ('OK')	font/opentype	etag:W/%22745c74859bb875b314e9bab48af966cd451d8f4b%22	https://use.typekit.net/af/d03e48/000000000000000077359df2/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/d03e48/000000000000000077359df2/30/aa2f9	(from https://use.typekit.net/njp4uhl.css)
15:39:01	40128/40128	---M--	200	added ('OK')	application/font-woff2	etag:%225dc23c12ef5715836eed201180431f78d33898a6%22	https://use.typekit.net/af/b59a99/000000000000000077359df3/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/b59a99/000000000000000077359df3/30/l0dca	(from https://use.typekit.net/njp4uhl.css)
15:39:03	86944/86944	---M-Z	200	added ('OK')	font/opentype	etag:W/%2268dec90136d9169bf3680801a2f28da1603f03f4%22	https://use.typekit.net/af/1281a1/000000000000000077359ded/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/1281a1/000000000000000077359ded/30/a0ac7	(from https://use.typekit.net/njp4uhl.css)
15:39:03	41708/41708	---M--	200	added ('OK')	application/font-woff	etag:%225dc23c12ef5715836eed201180431f78d33898a6%22	https://use.typekit.net/af/b59a99/000000000000000077359df3/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/b59a99/000000000000000077359df3/30/d0dca	(from https://use.typekit.net/njp4uhl.css)
